Accession,Species,Genus,Family,Isolate,Virus Taxonomic ID,Virus Name,Length,Isolate Lineage source,leiden,genus,species,infer_genus,cdhit_representative,orf_id,aa_length,phylo_cluster,orf1_genus
MN770026.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-861-163,93678,TTV-like mini virus,2874,"",144,218,251,Betatorquevirus,MN770026.1,MN770026.1_1,648,19,Betatorquevirus
MN770024.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-857-191,93678,TTV-like mini virus,2889,"",2,570,1497,Betatorquevirus,MN770024.1,MN770024.1_1,668,16,Betatorquevirus
MN770019.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-833-13,93678,TTV-like mini virus,2905,"",1,36,1360,Betatorquevirus,MN770019.1,MN770019.1_1,667,10,Betatorquevirus
MN770017.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-813-453,93678,TTV-like mini virus,2876,"",4,91,205,Betatorquevirus,MN770017.1,MN770017.1_1,659,10,Betatorquevirus
MN770015.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-795-16,93678,TTV-like mini virus,2858,"",49,359,549,Betatorquevirus,MN770015.1,MN770015.1_1,649,13,Betatorquevirus
MN770011.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-774-154,93678,TTV-like mini virus,2938,"",31,131,58,Betatorquevirus,MN770011.1,MN770011.1_1,666,16,Betatorquevirus
MN770009.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-766-283,93678,TTV-like mini virus,2889,"",149,873,1496,Betatorquevirus,MN770009.1,MN770009.1_1,665,8,Betatorquevirus
MN770005.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-75-298,93678,TTV-like mini virus,2825,"",61,950,1910,Betatorquevirus,MN770005.1,MN770005.1_1,650,21,Betatorquevirus
MN770002.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-71-12,93678,TTV-like mini virus,2929,"",326,696,1213,Betatorquevirus,MN770002.1,MN770002.1_1,664,10,Betatorquevirus
MN769998.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-680-3,93678,TTV-like mini virus,2952,"",4,49,9,Betatorquevirus,MN769998.1,MN769998.1_1,673,10,Betatorquevirus
MN769997.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-674-8,93678,TTV-like mini virus,2824,"",15,43,543,Betatorquevirus,MN769997.1,MN769997.1_1,654,5,Betatorquevirus
MN769994.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-658-3,93678,TTV-like mini virus,2974,"",126,169,1040,Betatorquevirus,MN769994.1,MN769994.1_1,676,5,Betatorquevirus
MN769993.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-651-19,93678,TTV-like mini virus,2897,"",18,357,1427,Betatorquevirus,MN769993.1,MN769993.1_1,667,17,Betatorquevirus
MN769991.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-647-7,93678,TTV-like mini virus,2902,"",4,272,232,Betatorquevirus,MN769991.1,MN769991.1_1,672,10,Betatorquevirus
MN769985.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-616-5,93678,TTV-like mini virus,3040,"",3,97,28,Betatorquevirus,MN769985.1,MN769985.1_1,674,14,Betatorquevirus
MN769983.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-61-5,93678,TTV-like mini virus,2928,"",1,110,314,Betatorquevirus,MN769983.1,MN769983.1_1,676,10,Betatorquevirus
MN769981.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-604-12,93678,TTV-like mini virus,2905,"",129,850,1359,Betatorquevirus,MN769981.1,MN769981.1_1,671,8,Betatorquevirus
MN769978.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-595-15,93678,TTV-like mini virus,2918,"",79,180,51,Betatorquevirus,MN769978.1,MN769978.1_1,664,4,Betatorquevirus
MN769977.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-594-62,93678,TTV-like mini virus,2977,"",108,159,73,Betatorquevirus,MN769977.1,MN769977.1_1,686,18,Betatorquevirus
MN769976.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-590-95,93678,TTV-like mini virus,2782,"",54,16,2084,Betatorquevirus,MN769976.1,MN769976.1_1,635,3,Betatorquevirus
MN769974.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-590-52,93678,TTV-like mini virus,2891,"",281,469,1477,Betatorquevirus,MN769974.1,MN769974.1_1,677,18,Betatorquevirus
MN769973.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-590-39,93678,TTV-like mini virus,2903,"",26,399,1375,Betatorquevirus,MN769973.1,MN769973.1_1,670,8,Betatorquevirus
MN769972.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-590-36,93678,TTV-like mini virus,2913,"",3,546,1301,Betatorquevirus,MN769972.1,MN769972.1_1,666,14,Betatorquevirus
MN769971.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-587-92,93678,TTV-like mini virus,2812,"",69,966,1983,Betatorquevirus,MN769971.1,MN769971.1_1,644,19,Betatorquevirus
MN769969.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-587-83,93678,TTV-like mini virus,2885,"",4,91,1521,Betatorquevirus,MN769969.1,MN769969.1_1,662,10,Betatorquevirus
MN769968.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-587-30,93678,TTV-like mini virus,2962,"",3,579,1064,Betatorquevirus,MN769968.1,MN769968.1_1,676,14,Betatorquevirus
MN769967.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-587-27,93678,TTV-like mini virus,2941,"",88,517,1156,Betatorquevirus,MN769967.1,MN769967.1_1,672,10,Betatorquevirus
MN769966.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-587-20,93678,TTV-like mini virus,2976,"",3,45,1037,Betatorquevirus,MN769966.1,MN769966.1_1,678,14,Betatorquevirus
MN769962.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-577-114,93678,TTV-like mini virus,2905,"",1,36,1358,Betatorquevirus,MN769962.1,MN769962.1_1,667,10,Betatorquevirus
MN769958.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-574-15,93678,TTV-like mini virus,2905,"",1,36,192,Betatorquevirus,MN769958.1,MN769958.1_1,667,10,Betatorquevirus
MN769954.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-57-29,93678,TTV-like mini virus,2861,"",48,23,1690,Betatorquevirus,MN769954.1,MN769954.1_1,653,19,Betatorquevirus
MN769951.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-569-3,93678,TTV-like mini virus,2933,"",146,256,1188,Betatorquevirus,MN769951.1,MN769951.1_1,682,23,Betatorquevirus
MN769950.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-567-20,93678,TTV-like mini virus,2920,"",1,77,469,Betatorquevirus,MN769950.1,MN769950.1_1,672,10,Betatorquevirus
MN769949.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-565-9,93678,TTV-like mini virus,2933,"",146,256,1187,Betatorquevirus,MN769949.1,MN769949.1_1,682,23,Betatorquevirus
MN769945.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-552-28,93678,TTV-like mini virus,2836,"",285,942,1853,Betatorquevirus,MN769945.1,MN769945.1_1,544,24,Betatorquevirus
MN769940.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-414-14,93678,TTV-like mini virus,2895,"",193,341,1446,Betatorquevirus,MN769940.1,MN769940.1_1,671,9,Betatorquevirus
MN769939.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-413-3,93678,TTV-like mini virus,2950,"",23,47,1116,Betatorquevirus,MN769939.1,MN769939.1_1,673,12,Betatorquevirus
MN769931.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-388-65,93678,TTV-like mini virus,2875,"",185,291,1597,Betatorquevirus,MN769931.1,MN769931.1_1,660,5,Betatorquevirus
MN769930.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-388-53,93678,TTV-like mini virus,2891,"",55,254,1476,Betatorquevirus,MN769930.1,MN769930.1_1,664,10,Betatorquevirus
MN769928.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-388-38,93678,TTV-like mini virus,2908,"",26,596,308,Betatorquevirus,MN769928.1,MN769928.1_1,668,8,Betatorquevirus
MN769927.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-388-33,93678,TTV-like mini virus,2951,"",232,390,404,Betatorquevirus,MN769927.1,MN769927.1_1,671,8,Betatorquevirus
MN769926.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-388-29,93678,TTV-like mini virus,2928,"",1,452,260,Betatorquevirus,MN769926.1,MN769926.1_1,674,10,Betatorquevirus
MN769925.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-388-21,93678,TTV-like mini virus,2931,"",11,137,655,Betatorquevirus,MN769925.1,MN769925.1_1,675,12,Betatorquevirus
MN769924.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-388-159,93678,TTV-like mini virus,2724,"",54,16,2150,Betatorquevirus,MN769924.1,MN769924.1_1,630,3,Betatorquevirus
MN769923.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-380-35,93678,TTV-like mini virus,2865,"",49,20,1662,Betatorquevirus,MN769923.1,MN769923.1_1,654,13,Betatorquevirus
MN769921.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-366-10,93678,TTV-like mini virus,2902,"",21,244,230,Betatorquevirus,MN769921.1,MN769921.1_1,511,4,Betatorquevirus
MN769918.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-353-26,93678,TTV-like mini virus,2909,"",88,845,1334,Betatorquevirus,MN769918.1,MN769918.1_1,665,10,Betatorquevirus
MN769917.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-35-26,93678,TTV-like mini virus,2933,"",146,256,1186,Betatorquevirus,MN769917.1,MN769917.1_1,682,23,Betatorquevirus
MN769914.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-35-17,93678,TTV-like mini virus,2939,"",3,143,1163,Betatorquevirus,MN769914.1,MN769914.1_1,674,14,Betatorquevirus
MN769911.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-349-34,93678,TTV-like mini virus,2922,"",55,140,1249,Betatorquevirus,MN769911.1,MN769911.1_1,661,10,Betatorquevirus
MN769910.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-349-30,93678,TTV-like mini virus,2897,"",4,859,1426,Betatorquevirus,MN769910.1,MN769910.1_1,670,10,Betatorquevirus
MN769905.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-346-26,93678,TTV-like mini virus,2892,"",4,426,1467,Betatorquevirus,MN769905.1,MN769905.1_1,670,10,Betatorquevirus
MN769904.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-346-15,93678,TTV-like mini virus,2932,"",129,424,288,Betatorquevirus,MN769904.1,MN769904.1_1,675,8,Betatorquevirus
MN769903.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-346-12,93678,TTV-like mini virus,2980,"",3,143,1026,Betatorquevirus,MN769903.1,MN769903.1_1,674,14,Betatorquevirus
MN769901.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-335-4,93678,TTV-like mini virus,2875,"",1,571,1596,Betatorquevirus,MN769901.1,MN769901.1_1,661,10,Betatorquevirus
MN769900.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-329-3,93678,TTV-like mini virus,2922,"",1,132,654,Betatorquevirus,MN769900.1,MN769900.1_1,671,10,Betatorquevirus
MN769897.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-316-27,93678,TTV-like mini virus,2858,"",292,599,315,Betatorquevirus,MN769897.1,MN769897.1_1,667,24,Betatorquevirus
MN769891.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-298-13,93678,TTV-like mini virus,2900,"",26,399,289,Betatorquevirus,MN769891.1,MN769891.1_1,669,8,Betatorquevirus
MN769890.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-297-96,93678,TTV-like mini virus,2909,"",57,476,1333,Betatorquevirus,MN769890.1,MN769890.1_1,669,22,Betatorquevirus
MN769888.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-297-86,93678,TTV-like mini virus,2983,"",161,793,1017,Betatorquevirus,MN769888.1,MN769888.1_1,675,12,Betatorquevirus
MN769887.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-279-7,93678,TTV-like mini virus,2869,"",55,100,568,Betatorquevirus,MN769887.1,MN769887.1_1,660,10,Betatorquevirus
MN769886.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-275-54,93678,TTV-like mini virus,2840,"",240,560,1826,Betatorquevirus,MN769886.1,MN769886.1_1,640,19,Betatorquevirus
MN769882.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-260-3,93678,TTV-like mini virus,2973,"",3,45,26,Betatorquevirus,MN769882.1,MN769882.1_1,682,14,Betatorquevirus
MN769881.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-254-19,93678,TTV-like mini virus,2922,"",1,132,1248,Betatorquevirus,MN769881.1,MN769881.1_1,671,10,Betatorquevirus
MN769876.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-245-10,93678,TTV-like mini virus,2907,"",4,233,90,Betatorquevirus,MN769876.1,MN769876.1_1,664,10,Betatorquevirus
MN769874.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-241-22,93678,TTV-like mini virus,2905,"",1,36,53,Betatorquevirus,MN769874.1,MN769874.1_1,667,10,Betatorquevirus
MN769872.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-232-16,93678,TTV-like mini virus,2951,"",129,347,1112,Betatorquevirus,MN769872.1,MN769872.1_1,675,8,Betatorquevirus
MN769870.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-225-8,93678,TTV-like mini virus,2870,"",153,179,50,Betatorquevirus,MN769870.1,MN769870.1_1,668,25,Betatorquevirus
MN769867.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-125-12,93678,TTV-like mini virus,2949,"",3,104,8,Betatorquevirus,MN769867.1,MN769867.1_1,671,14,Betatorquevirus
MN769864.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-124-17,93678,TTV-like mini virus,2934,"",181,443,233,Betatorquevirus,MN769864.1,MN769864.1_1,666,14,Betatorquevirus
MN769863.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-123-22,93678,TTV-like mini virus,2896,"",1,254,1441,Betatorquevirus,MN769863.1,MN769863.1_1,666,10,Betatorquevirus
MN769862.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-123-19,93678,TTV-like mini virus,2911,"",83,844,1318,Betatorquevirus,MN769862.1,MN769862.1_1,675,9,Betatorquevirus
MN769860.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-11-27,93678,TTV-like mini virus,2862,"",4,470,1684,Betatorquevirus,MN769860.1,MN769860.1_1,653,10,Betatorquevirus
MN769859.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-11-21,93678,TTV-like mini virus,2959,"",145,807,1085,Betatorquevirus,MN769859.1,MN769859.1_1,689,23,Betatorquevirus
MN769858.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-110-13,93678,TTV-like mini virus,2859,"",49,20,70,Betatorquevirus,MN769858.1,MN769858.1_1,652,13,Betatorquevirus
MN769857.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-108-17,93678,TTV-like mini virus,2922,"",1,132,1247,Betatorquevirus,MN769857.1,MN769857.1_1,671,10,Betatorquevirus
MN769855.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-102-49,93678,TTV-like mini virus,2858,"",204,914,1715,Betatorquevirus,MN769855.1,MN769855.1_1,656,10,Betatorquevirus
MN769854.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-10-15,93678,TTV-like mini virus,2863,"",4,457,269,Betatorquevirus,MN769854.1,MN769854.1_1,664,10,Betatorquevirus
MN769853.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-92-20,93678,TTV-like mini virus,2853,"",368,921,1738,Betatorquevirus,MN769853.1,MN769853.1_1,664,25,Betatorquevirus
MN769852.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-888-6,93678,TTV-like mini virus,2875,"",88,136,1595,Betatorquevirus,MN769852.1,MN769852.1_1,651,10,Betatorquevirus
MN769850.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-535-8,93678,TTV-like mini virus,2912,"",55,140,1310,Betatorquevirus,MN769850.1,MN769850.1_1,660,10,Betatorquevirus
MN769849.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-53-3,93678,TTV-like mini virus,2907,"",4,41,77,Betatorquevirus,MN769849.1,MN769849.1_1,671,10,Betatorquevirus
MN769843.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-493-6,93678,TTV-like mini virus,2826,"",159,658,570,Betatorquevirus,MN769843.1,MN769843.1_1,664,24,Betatorquevirus
MN769842.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-488-8,93678,TTV-like mini virus,2895,"",4,426,581,Betatorquevirus,MN769842.1,MN769842.1_1,670,10,Betatorquevirus
MN769840.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-482-6,93678,TTV-like mini virus,2860,"",49,20,455,Betatorquevirus,MN769840.1,MN769840.1_1,652,13,Betatorquevirus
MN769838.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-461-7,93678,TTV-like mini virus,2897,"",5,441,228,Betatorquevirus,MN769838.1,MN769838.1_1,665,15,Betatorquevirus
MN769837.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-587-3,93678,TTV-like mini virus,2883,"",22,882,1536,Betatorquevirus,MN769837.1,MN769837.1_1,672,11,Betatorquevirus
MN769836.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-388-3,93678,TTV-like mini virus,2903,"",17,84,1374,Betatorquevirus,MN769836.1,MN769836.1_1,672,7,Betatorquevirus
MN769832.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-122-12,93678,TTV-like mini virus,2923,"",4,151,270,Betatorquevirus,MN769832.1,MN769832.1_1,672,10,Betatorquevirus
MN769828.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-98-14,93678,TTV-like mini virus,2949,"",11,328,134,Betatorquevirus,MN769828.1,MN769828.1_1,677,12,Betatorquevirus
MN769824.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-94-30,93678,TTV-like mini virus,2864,"",8,683,1670,Betatorquevirus,MN769824.1,MN769824.1_1,664,17,Betatorquevirus
MN769818.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-8A-24,93678,TTV-like mini virus,2934,"",6,604,339,Betatorquevirus,MN769818.1,MN769818.1_1,678,11,Betatorquevirus
MN769816.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-896-3,93678,TTV-like mini virus,2814,"",134,962,1970,Betatorquevirus,MN769816.1,MN769816.1_1,671,24,Betatorquevirus
MN769810.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-886-8,93678,TTV-like mini virus,2851,"",159,923,1753,Betatorquevirus,MN769810.1,MN769810.1_1,669,24,Betatorquevirus
MN769809.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-88-33,93678,TTV-like mini virus,2783,"",0,0,2082,Betatorquevirus,MN769809.1,MN769809.1_1,659,2,Betatorquevirus
MN769806.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-88-27,93678,TTV-like mini virus,2885,"",147,586,1520,Betatorquevirus,MN769806.1,MN769806.1_1,671,7,Betatorquevirus
MN769805.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-88-21,93678,TTV-like mini virus,2871,"",19,894,1621,Betatorquevirus,MN769805.1,MN769805.1_1,664,16,Betatorquevirus
MN769804.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-88-14,93678,TTV-like mini virus,2882,"",12,226,647,Betatorquevirus,MN769804.1,MN769804.1_1,664,4,Betatorquevirus
MN769802.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-879-6,93678,TTV-like mini virus,2971,"",47,798,1047,Betatorquevirus,MN769802.1,MN769802.1_1,682,20,Betatorquevirus
MN769801.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-87-50,93678,TTV-like mini virus,2830,"",49,948,1888,Betatorquevirus,MN769801.1,MN769801.1_1,650,13,Betatorquevirus
MN769797.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-87-44,93678,TTV-like mini virus,2811,"",82,75,1985,Betatorquevirus,MN769797.1,MN769797.1_1,653,19,Betatorquevirus
MN769796.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-87-42,93678,TTV-like mini virus,2824,"",111,109,1918,Betatorquevirus,MN769796.1,MN769796.1_1,646,2,Betatorquevirus
MN769795.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-87-41,93678,TTV-like mini virus,2821,"",134,956,1934,Betatorquevirus,MN769795.1,MN769795.1_1,673,24,Betatorquevirus
MN769794.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-87-39,93678,TTV-like mini virus,2837,"",0,197,307,Betatorquevirus,MN769794.1,MN769794.1_1,662,2,Betatorquevirus
MN769793.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-87-37,93678,TTV-like mini virus,2856,"",58,220,1723,Betatorquevirus,MN769793.1,MN769793.1_1,671,13,Betatorquevirus
MN769790.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-873-34,93678,TTV-like mini virus,2826,"",111,339,1900,Betatorquevirus,MN769790.1,MN769790.1_1,653,2,Betatorquevirus
MN769789.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-87-24,93678,TTV-like mini virus,2938,"",12,226,363,Betatorquevirus,MN769789.1,MN769789.1_1,664,4,Betatorquevirus
MN769788.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-87-23,93678,TTV-like mini virus,2930,"",36,520,1207,Betatorquevirus,MN769788.1,MN769788.1_1,670,20,Betatorquevirus
MN769785.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-870-11,93678,TTV-like mini virus,2856,"",77,78,478,Betatorquevirus,MN769785.1,MN769785.1_1,662,13,Betatorquevirus
MN769782.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-867-309,93678,TTV-like mini virus,2874,"",8,83,1604,Betatorquevirus,MN769782.1,MN769782.1_1,658,17,Betatorquevirus
MN769780.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-867-290,93678,TTV-like mini virus,2987,"",33,1,1010,Betatorquevirus,MN769780.1,MN769780.1_1,668,5,Betatorquevirus
MN769776.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-859-22,93678,TTV-like mini virus,2808,"",134,336,2004,Betatorquevirus,MN769776.1,MN769776.1_1,668,24,Betatorquevirus
MN769774.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-858-95,93678,TTV-like mini virus,2910,"",166,285,1328,Betatorquevirus,MN769774.1,MN769774.1_1,672,18,Betatorquevirus
MN769773.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-858-94,93678,TTV-like mini virus,2791,"",61,68,2064,Betatorquevirus,MN769773.1,MN769773.1_1,646,21,Betatorquevirus
MN769772.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-858-91,93678,TTV-like mini virus,2878,"",59,281,1564,Betatorquevirus,MN769772.1,MN769772.1_1,660,15,Betatorquevirus
MN769768.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-857-180,93678,TTV-like mini virus,2977,"",7,401,1034,Betatorquevirus,MN769768.1,MN769768.1_1,677,20,Betatorquevirus
MN769763.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-844-3,93678,TTV-like mini virus,2922,"",7,833,1246,Betatorquevirus,MN769763.1,MN769763.1_1,679,20,Betatorquevirus
MN769756.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-823-7,93678,TTV-like mini virus,2836,"",134,941,1852,Betatorquevirus,MN769756.1,MN769756.1_1,673,24,Betatorquevirus
