Accession,Species,Genus,Family,Isolate,Virus Taxonomic ID,Virus Name,Length,Isolate Lineage source,leiden,genus,species,infer_genus,cdhit_representative,orf_id,aa_length
MN770464.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-128A-25,93678,TTV-like mini virus,2889,"",4,272,1499,Betatorquevirus,MN770464.1,MN770464.1_1,668
MN770463.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-124-33,93678,TTV-like mini virus,2850,"",15,93,1761,Betatorquevirus,MN770463.1,MN770463.1_1,655
MN770462.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-124-25,93678,TTV-like mini virus,2891,"",59,306,195,Betatorquevirus,MN771173.1,MN770462.1_1,663
MN770461.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-124-14,93678,TTV-like mini virus,2946,"",23,72,25,Betatorquevirus,MN769598.1,MN770461.1_1,669
MN770460.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-123-30,93678,TTV-like mini virus,2733,"",78,25,4,Betatorquevirus,MN770653.1,MN770460.1_1,634
MN770459.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-122-8,93678,TTV-like mini virus,2914,"",6,841,1296,Betatorquevirus,MN770459.1,MN770459.1_1,672
MN770458.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-122-6,93678,TTV-like mini virus,2994,"",62,327,133,Betatorquevirus,MN770458.1,MN770458.1_1,692
MN770457.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-119-6,93678,TTV-like mini virus,2931,"",1,407,1201,Betatorquevirus,MN770457.1,MN770457.1_1,674
MN770456.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-116-21,93678,TTV-like mini virus,2907,"",6,121,344,Betatorquevirus,MN770456.1,MN770456.1_1,668
MN770455.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-11-33,93678,TTV-like mini virus,2805,"",43,251,2018,Betatorquevirus,MN770455.1,MN770455.1_1,662
MN770454.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-11-28,93678,TTV-like mini virus,2826,"",41,193,431,Betatorquevirus,MZ286278.1,MN770454.1_1,675
MN770453.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-110-16,93678,TTV-like mini virus,2754,"",85,37,303,Betatorquevirus,MN770395.1,MN770453.1_1,644
MN770452.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-108-26,93678,TTV-like mini virus,2796,"",131,165,2047,Betatorquevirus,MN770452.1,MN770452.1_1,649
MN770451.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-107-19,93678,TTV-like mini virus,2901,"",67,512,1395,Betatorquevirus,MN770451.1,MN770451.1_1,671
MN770450.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-107-18,93678,TTV-like mini virus,2928,"",11,138,24,Betatorquevirus,MN770341.1,MN770450.1_1,673
MN770449.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-106A-16,93678,TTV-like mini virus,2944,"",6,164,167,Betatorquevirus,MN770407.1,MN770449.1_1,680
MN770448.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-104-21,93678,TTV-like mini virus,2766,"",19,581,2119,Betatorquevirus,MN769465.1,MN770448.1_1,664
MN770447.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-104-13,93678,TTV-like mini virus,2852,"",8,681,1749,Betatorquevirus,MN770447.1,MN770447.1_1,662
MN770446.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-552-34,93678,TTV-like mini virus,2802,"",43,260,2031,Betatorquevirus,MN770446.1,MN770446.1_1,663
MN770445.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-365-25,93678,TTV-like mini virus,2827,"",53,241,119,Betatorquevirus,MN771401.1,MN770445.1_1,658
MN770444.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-724-8,93678,TTV-like mini virus,2815,"",42,21,17,Betatorquevirus,MN769038.1,MN770444.1_1,664
MN770443.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-541-16,93678,TTV-like mini virus,2814,"",42,21,17,Betatorquevirus,MN769038.1,MN770443.1_1,664
MN770442.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-50-17,93678,TTV-like mini virus,2814,"",42,21,388,Betatorquevirus,MN769038.1,MN770442.1_1,664
MN770441.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-364-16,93678,TTV-like mini virus,2814,"",42,21,17,Betatorquevirus,MN769038.1,MN770441.1_1,664
MN770440.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-285B-2,93678,TTV-like mini virus,2814,"",42,21,1972,Betatorquevirus,MN770440.1,MN770440.1_1,664
MN770439.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-122-16,93678,TTV-like mini virus,2815,"",42,21,17,Betatorquevirus,MN769038.1,MN770439.1_1,664
MN770438.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-245-34,93678,TTV-like mini virus,2759,"",42,21,388,Betatorquevirus,MN769038.1,MN770438.1_1,664
MN770437.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-567-19,93678,TTV-like mini virus,2897,"",21,267,1430,Betatorquevirus,MN770437.1,MN770437.1_1,668
MN770436.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-388-133,93678,TTV-like mini virus,2800,"",241,978,2037,Betatorquevirus,MN770436.1,MN770436.1_1,665
MN770435.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-321-8,93678,TTV-like mini virus,2950,"",26,201,98,Betatorquevirus,MN770435.1,MN770435.1_1,668
MN770434.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-687-16,93678,TTV-like mini virus,2824,"",199,628,450,Betatorquevirus,MN770432.1,MN770434.1_1,667
MN770433.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-468-9,93678,TTV-like mini virus,2876,"",114,450,254,Betatorquevirus,MN770433.1,MN770433.1_1,669
MN770432.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-40-4,93678,TTV-like mini virus,2824,"",199,628,450,Betatorquevirus,MN770432.1,MN770432.1_1,667
MN770431.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-301-14,93678,TTV-like mini virus,2804,"",9,148,2022,Betatorquevirus,MN770431.1,MN770431.1_1,660
MN770430.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-587-81,93678,TTV-like mini virus,2826,"",43,200,1901,Betatorquevirus,MN770430.1,MN770430.1_1,664
MN770429.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-49-16,93678,TTV-like mini virus,2825,"",9,951,1912,Betatorquevirus,MN770429.1,MN770429.1_1,663
MN770428.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-646-15,93678,TTV-like mini virus,2841,"",101,92,88,Betatorquevirus,MN770428.1,MN770428.1_1,664
MN770427.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-308-15,93678,TTV-like mini virus,2903,"",4,41,63,Betatorquevirus,MN769480.1,MN770427.1_1,669
MN770426.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-369-11,93678,TTV-like mini virus,2967,"",1,5,400,Betatorquevirus,MN770426.1,MN770426.1_1,666
MN770425.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-640-12,93678,TTV-like mini virus,2922,"",4,652,554,Betatorquevirus,MN770425.1,MN770425.1_1,664
MN770424.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-388-16,93678,TTV-like mini virus,2962,"",1,5,3,Betatorquevirus,MN771024.1,MN770424.1_1,665
MN770423.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-88-28,93678,TTV-like mini virus,2828,"",50,13,206,Betatorquevirus,MN770418.1,MN770423.1_1,661
MN770422.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-682-5,93678,TTV-like mini virus,2876,"",230,208,322,Betatorquevirus,MN770422.1,MN770422.1_1,662
MN770421.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-536-7,93678,TTV-like mini virus,2884,"",23,28,1528,Betatorquevirus,MN770421.1,MN770421.1_1,666
MN770420.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-350-36,93678,TTV-like mini virus,2876,"",5,208,1584,Betatorquevirus,MN770420.1,MN770420.1_1,662
MN770419.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-307-5,93678,TTV-like mini virus,2861,"",196,910,1692,Betatorquevirus,MN770419.1,MN770419.1_1,660
MN770418.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-287B-11,93678,TTV-like mini virus,2828,"",50,13,206,Betatorquevirus,MN770418.1,MN770418.1_1,661
MN770417.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-888-3,93678,TTV-like mini virus,2869,"",55,100,39,Betatorquevirus,MK212030.1,MN770417.1_1,660
MN770416.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-88-25,93678,TTV-like mini virus,2857,"",58,220,1716,Betatorquevirus,MN770416.1,MN770416.1_1,671
MN770415.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-88-16,93678,TTV-like mini virus,2901,"",18,689,1394,Betatorquevirus,MN770415.1,MN770415.1_1,668
MN770414.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-874-54,93678,TTV-like mini virus,2864,"",46,188,1672,Betatorquevirus,MN770164.1,MN770414.1_1,669
MN770413.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-854-10,93678,TTV-like mini virus,2931,"",2,250,1200,Betatorquevirus,MN770413.1,MN770413.1_1,676
MN770412.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-813-450,93678,TTV-like mini virus,2901,"",10,315,550,Betatorquevirus,MN770366.1,MN770412.1_1,657
MN770411.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-795-11,93678,TTV-like mini virus,2988,"",33,1,64,Betatorquevirus,MN770411.1,MN770411.1_1,668
MN770410.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-794-3,93678,TTV-like mini virus,2912,"",40,843,1312,Betatorquevirus,MN770410.1,MN770410.1_1,668
MN770409.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-791-110,93678,TTV-like mini virus,2921,"",1,132,113,Betatorquevirus,MN769900.1,MN770409.1_1,671
MN770408.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-789-6,93678,TTV-like mini virus,2851,"",15,93,561,Betatorquevirus,MN770408.1,MN770408.1_1,655
MN770407.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-787-7,93678,TTV-like mini virus,2945,"",6,164,167,Betatorquevirus,MN770407.1,MN770407.1_1,680
MN770406.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-787-13,93678,TTV-like mini virus,2902,"",167,227,1385,Betatorquevirus,MN770406.1,MN770406.1_1,654
MN770405.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-787-10,93678,TTV-like mini virus,2812,"",53,217,144,Betatorquevirus,MN770405.1,MN770405.1_1,655
MN770404.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-783-5,93678,TTV-like mini virus,2899,"",40,156,135,Betatorquevirus,MN770136.1,MN770404.1_1,664
MN770403.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-77-92,93678,TTV-like mini virus,2913,"",11,558,1302,Betatorquevirus,MN770403.1,MN770403.1_1,677
MN770402.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-777-15,93678,TTV-like mini virus,2902,"",69,56,644,Betatorquevirus,MN770353.1,MN770402.1_1,666
MN770401.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-77-120,93678,TTV-like mini virus,2856,"",58,220,1725,Betatorquevirus,MN770401.1,MN770401.1_1,671
MN770400.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-725-4,93678,TTV-like mini virus,2841,"",18,22,86,Betatorquevirus,MN770337.1,MN770400.1_1,667
MN770399.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-704-10,93678,TTV-like mini virus,2892,"",277,574,1468,Betatorquevirus,MN770563.1,MN770399.1_1,666
MN770398.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-701-9,93678,TTV-like mini virus,2849,"",94,927,1768,Betatorquevirus,MN770398.1,MN770398.1_1,658
MN770397.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-684-7,93678,TTV-like mini virus,2928,"",11,138,24,Betatorquevirus,MN770341.1,MN770397.1_1,673
MN770396.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-680-4,93678,TTV-like mini virus,2948,"",88,517,1125,Betatorquevirus,MN770396.1,MN770396.1_1,674
MN770395.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-676-31,93678,TTV-like mini virus,2781,"",85,37,303,Betatorquevirus,MN770395.1,MN770395.1_1,644
MN770394.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-676-17,93678,TTV-like mini virus,2894,"",18,22,86,Betatorquevirus,MN770337.1,MN770394.1_1,667
MN770393.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-668-2,93678,TTV-like mini virus,2977,"",6,117,296,Betatorquevirus,MN770393.1,MN770393.1_1,670
MN770392.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-644-9,93678,TTV-like mini virus,2825,"",41,222,1911,Betatorquevirus,MN770392.1,MN770392.1_1,676
MN770391.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-61-6,93678,TTV-like mini virus,2900,"",110,238,148,Betatorquevirus,MN770367.1,MN770391.1_1,676
MN770390.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-615-676,93678,TTV-like mini virus,2862,"",8,153,393,Betatorquevirus,MN770390.1,MN770390.1_1,665
MN770389.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-6-15,93678,TTV-like mini virus,2837,"",0,0,1845,Betatorquevirus,MN770389.1,MN770389.1_1,659
MN770388.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-5A-8,93678,TTV-like mini virus,2902,"",47,230,244,Betatorquevirus,MN771359.1,MN770388.1_1,673
MN770387.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-595-20,93678,TTV-like mini virus,2888,"",4,91,539,Betatorquevirus,MN770374.1,MN770387.1_1,663
MN770386.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-590-58,93678,TTV-like mini virus,2845,"",274,584,1798,Betatorquevirus,MN770386.1,MN770386.1_1,664
MN770385.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-589-16,93678,TTV-like mini virus,2866,"",12,240,298,Betatorquevirus,MN769150.1,MN770385.1_1,659
MN770384.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-587-51,93678,TTV-like mini virus,2887,"",147,471,1512,Betatorquevirus,MN770384.1,MN770384.1_1,667
MN770383.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-587-19,93678,TTV-like mini virus,2954,"",3,546,1098,Betatorquevirus,MN770383.1,MN770383.1_1,665
MN770382.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-578-6,93678,TTV-like mini virus,2938,"",11,337,536,Betatorquevirus,MN770382.1,MN770382.1_1,669
MN770381.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-572-20,93678,TTV-like mini virus,2902,"",47,230,244,Betatorquevirus,MN771359.1,MN770381.1_1,673
MN770380.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-565-36,93678,TTV-like mini virus,2818,"",6,164,657,Betatorquevirus,MN770407.1,MN770380.1_1,680
MN770379.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-565-10,93678,TTV-like mini virus,2923,"",28,373,468,Betatorquevirus,MN770379.1,MN770379.1_1,682
MN770378.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-564-3,93678,TTV-like mini virus,2844,"",171,932,1803,Betatorquevirus,MN770378.1,MN770378.1_1,673
MN770377.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-562-6,93678,TTV-like mini virus,2987,"",33,1,64,Betatorquevirus,MN770411.1,MN770377.1_1,668
MN770376.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-558-5,93678,TTV-like mini virus,2920,"",169,296,454,Betatorquevirus,MN770346.1,MN770376.1_1,677
MN770375.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-552-23,93678,TTV-like mini virus,2877,"",95,308,1577,Betatorquevirus,MN770375.1,MN770375.1_1,657
MN770374.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-542-39,93678,TTV-like mini virus,2888,"",4,91,539,Betatorquevirus,MN770374.1,MN770374.1_1,663
MN770373.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-527-1,93678,TTV-like mini virus,2911,"",17,42,60,Betatorquevirus,KM259873.1,MN770373.1_1,673
MN770372.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-520-12,93678,TTV-like mini virus,2955,"",47,230,541,Betatorquevirus,MN771405.1,MN770372.1_1,673
MN770371.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-512-7,93678,TTV-like mini virus,2877,"",40,156,1576,Betatorquevirus,MN770371.1,MN770371.1_1,664
MN770370.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-49-9,93678,TTV-like mini virus,2918,"",6,164,167,Betatorquevirus,MN770407.1,MN770370.1_1,680
MN770369.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-478-23,93678,TTV-like mini virus,2861,"",8,153,393,Betatorquevirus,MN770390.1,MN770369.1_1,665
MN770368.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-47-12,93678,TTV-like mini virus,2895,"",18,22,86,Betatorquevirus,MN770337.1,MN770368.1_1,667
MN770367.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-427-3,93678,TTV-like mini virus,2900,"",110,238,148,Betatorquevirus,MN770367.1,MN770367.1_1,676
MN770366.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-42-3,93678,TTV-like mini virus,2901,"",10,315,550,Betatorquevirus,MN770366.1,MN770366.1_1,657
MN770365.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-393-15,93678,TTV-like mini virus,2961,"",33,1,64,Betatorquevirus,MN770411.1,MN770365.1_1,668
MN770364.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-388-62,93678,TTV-like mini virus,2883,"",18,191,1537,Betatorquevirus,MN770364.1,MN770364.1_1,666
MN770363.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-388-138,93678,TTV-like mini virus,2814,"",99,237,158,Betatorquevirus,MN769437.1,MN770363.1_1,656
MN770362.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-388-128,93678,TTV-like mini virus,2893,"",95,372,1464,Betatorquevirus,MN770362.1,MN770362.1_1,670
MN770361.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-388-125,93678,TTV-like mini virus,2845,"",18,366,1797,Betatorquevirus,MN770361.1,MN770361.1_1,666
MN770360.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-387-4,93678,TTV-like mini virus,2891,"",80,869,1480,Betatorquevirus,MN770360.1,MN770360.1_1,670
MN770359.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-387-1,93678,TTV-like mini virus,2958,"",38,330,141,Betatorquevirus,MN770359.1,MN770359.1_1,680
MN770358.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-380-2,93678,TTV-like mini virus,2856,"",46,188,1724,Betatorquevirus,MN770164.1,MN770358.1_1,669
MN770357.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-369-12,93678,TTV-like mini virus,2962,"",4,577,1065,Betatorquevirus,MN770357.1,MN770357.1_1,672
MN770356.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-367-10,93678,TTV-like mini virus,2991,"",6,117,199,Betatorquevirus,MN770170.1,MN770356.1_1,666
MN770355.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-361-28,93678,TTV-like mini virus,2847,"",46,188,1787,Betatorquevirus,MN770355.1,MN770355.1_1,669
MN770354.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-361-20,93678,TTV-like mini virus,2886,"",18,120,95,Betatorquevirus,MN770174.1,MN770354.1_1,671
MN770353.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-360-15,93678,TTV-like mini virus,2902,"",69,56,645,Betatorquevirus,MN770353.1,MN770353.1_1,666
MN770352.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-352-13,93678,TTV-like mini virus,2867,"",12,240,1649,Betatorquevirus,MN770352.1,MN770352.1_1,659
MN770351.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-346-30,93678,TTV-like mini virus,2882,"",5,474,1541,Betatorquevirus,MN770351.1,MN770351.1_1,663
MN770350.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-346-22,93678,TTV-like mini virus,2824,"",18,191,1919,Betatorquevirus,MN770350.1,MN770350.1_1,664
MN770349.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-338-13,93678,TTV-like mini virus,2972,"",11,654,562,Betatorquevirus,MN770349.1,MN770349.1_1,672
MN770348.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-334-22,93678,TTV-like mini virus,2870,"",18,386,426,Betatorquevirus,MN770554.1,MN770348.1_1,667
MN770347.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-334-17,93678,TTV-like mini virus,2891,"",1,571,1479,Betatorquevirus,MN770347.1,MN770347.1_1,661
MN770346.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-332-4,93678,TTV-like mini virus,2920,"",169,296,454,Betatorquevirus,MN770346.1,MN770346.1_1,677
MN770345.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-33-15,93678,TTV-like mini virus,2929,"",7,364,1214,Betatorquevirus,MN770345.1,MN770345.1_1,674
MN770344.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-330-12,93678,TTV-like mini virus,2856,"",114,619,421,Betatorquevirus,MN770344.1,MN770344.1_1,668
MN770343.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-314-24,93678,TTV-like mini virus,2814,"",99,237,158,Betatorquevirus,MN769437.1,MN770343.1_1,656
MN770342.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-27-9,93678,TTV-like mini virus,2921,"",17,183,176,Betatorquevirus,MN770342.1,MN770342.1_1,678
MN770341.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-278-7,93678,TTV-like mini virus,2929,"",11,138,24,Betatorquevirus,MN770341.1,MN770341.1_1,673
MN770340.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-270-13,93678,TTV-like mini virus,2894,"",12,240,639,Betatorquevirus,MN769150.1,MN770340.1_1,659
MN770339.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-247-20,93678,TTV-like mini virus,2880,"",69,56,392,Betatorquevirus,MN770687.1,MN770339.1_1,667
MN770338.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-235-21,93678,TTV-like mini virus,2937,"",31,483,1174,Betatorquevirus,MN770338.1,MN770338.1_1,665
MN770337.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-234-12,93678,TTV-like mini virus,2895,"",18,22,86,Betatorquevirus,MN770337.1,MN770337.1_1,667
MN770336.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-100A-28,93678,TTV-like mini virus,2914,"",130,42,1295,Betatorquevirus,MN770336.1,MN770336.1_1,674
MN770335.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-87-32,93678,TTV-like mini virus,2861,"",48,23,1691,Betatorquevirus,MN770335.1,MN770335.1_1,653
MN770334.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-865-110,93678,TTV-like mini virus,2859,"",49,20,1708,Betatorquevirus,MN770334.1,MN770334.1_1,652
MN770333.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-842-3,93678,TTV-like mini virus,2939,"",11,270,1166,Betatorquevirus,MN770333.1,MN770333.1_1,673
