Accession,GenBank_RefSeq,Assembly,SRA_Accession,BioSample,BioProject,Organism_Name,Species,Genus,Family,Genotype,Isolate,Segment,GenBank_Title,Length,Nuc_Completeness,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Submitters,Organization,Org_location,Publications,Collection_Date,Release_Date,Molecule_type
MN770024.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-857-191,,"MAG: TTV-like mini virus isolate SAfiA-857-191, complete genome",2889,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN770025.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-859-29,,"MAG: TTV-like mini virus isolate SAfiA-859-29, complete genome",2840,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN770026.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-861-163,,"MAG: TTV-like mini virus isolate SAfiA-861-163, complete genome",2874,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN770027.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-87-30,,"MAG: TTV-like mini virus isolate SAfiA-87-30, complete genome",2890,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN770028.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-87-35,,"MAG: TTV-like mini virus isolate SAfiA-87-35, complete genome",2849,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN770029.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-894-24,,"MAG: TTV-like mini virus isolate SAfiA-894-24, complete genome",2918,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN770030.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-102-43,,"MAG: TTV-like mini virus isolate SAfiA-102-43, complete genome",2987,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN770031.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-113-25,,"MAG: TTV-like mini virus isolate SAfiA-113-25, complete genome",2838,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN770033.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-116-28,,"MAG: TTV-like mini virus isolate SAfiA-116-28, complete genome",2946,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN770034.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-121-16,,"MAG: TTV-like mini virus isolate SAfiA-121-16, complete genome",2802,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN770035.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-224-10,,"MAG: TTV-like mini virus isolate SAfiA-224-10, complete genome",2928,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN770036.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-224-13,,"MAG: TTV-like mini virus isolate SAfiA-224-13, complete genome",2963,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN770037.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-227-10,,"MAG: TTV-like mini virus isolate SAfiA-227-10, complete genome",2950,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN770038.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-228-5,,"MAG: TTV-like mini virus isolate SAfiA-228-5, complete genome",2949,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN770039.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-235-36,,"MAG: TTV-like mini virus isolate SAfiA-235-36, complete genome",2872,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN770040.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-235-37,,"MAG: TTV-like mini virus isolate SAfiA-235-37, complete genome",2914,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN770041.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-235-45,,"MAG: TTV-like mini virus isolate SAfiA-235-45, complete genome",2839,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN770042.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-262-5,,"MAG: TTV-like mini virus isolate SAfiA-262-5, complete genome",2928,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN770043.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-263-20,,"MAG: TTV-like mini virus isolate SAfiA-263-20, complete genome",2839,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN770044.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-274-12,,"MAG: TTV-like mini virus isolate SAfiA-274-12, complete genome",2974,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN770045.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-275-24,,"MAG: TTV-like mini virus isolate SAfiA-275-24, complete genome",2978,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN770046.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-275-43,,"MAG: TTV-like mini virus isolate SAfiA-275-43, complete genome",2886,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN770047.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-296-18,,"MAG: TTV-like mini virus isolate SAfiA-296-18, complete genome",2864,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN770048.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-301-12,,"MAG: TTV-like mini virus isolate SAfiA-301-12, complete genome",2839,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN770049.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-306B-9,,"MAG: TTV-like mini virus isolate SAfiA-306B-9, complete genome",2967,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN770050.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-311-17,,"MAG: TTV-like mini virus isolate SAfiA-311-17, complete genome",2836,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN770051.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-314-18,,"MAG: TTV-like mini virus isolate SAfiA-314-18, complete genome",2959,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN770052.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-319-12,,"MAG: TTV-like mini virus isolate SAfiA-319-12, complete genome",2907,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN770053.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-333-17,,"MAG: TTV-like mini virus isolate SAfiA-333-17, complete genome",2865,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN770054.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-336-3,,"MAG: TTV-like mini virus isolate SAfiA-336-3, complete genome",2951,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN770055.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-348-8,,"MAG: TTV-like mini virus isolate SAfiA-348-8, complete genome",2874,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN770056.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-349-24,,"MAG: TTV-like mini virus isolate SAfiA-349-24, complete genome",2916,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN770057.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-349-36,,"MAG: TTV-like mini virus isolate SAfiA-349-36, complete genome",2838,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN770058.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-349-38,,"MAG: TTV-like mini virus isolate SAfiA-349-38, complete genome",2826,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN770059.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-35-28,,"MAG: TTV-like mini virus isolate SAfiA-35-28, complete genome",2900,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
