Accession	BioProjects	BioSample accession	Completeness	Gene count	Geographic Location	Geographic Region	Geographic State	Host Common Name	Host Infraspecific Names Breed	Host Infraspecific Names Cultivar	Host Infraspecific Names Ecotype	Host Infraspecific Names Isolate	Host Infraspecific Names Sex	Host Infraspecific Names Strain	Host Name	Host Pangolin Classification	Host Taxonomic ID	Is Annotated	Is Complete	Is Lab Host	Is Vaccine Strain	Isolate Collection date	Isolate Lineage	Isolate Lineage source	Lab Host	Length	Mature peptide count	Molecule type	Nucleotide completeness	Protein count	Purpose of Sampling	Release date	Segment	Source database	SRA Accessions	Submitter Affiliation	Submitter Country	Submitter Names	Update date	Virus Common Name	Virus Infraspecific Names Breed	Virus Infraspecific Names Cultivar	Virus Infraspecific Names Ecotype	Virus Infraspecific Names Isolate	Virus Infraspecific Names Sex	Virus Infraspecific Names Strain	Virus Name	Virus Pangolin Classification	Virus Taxonomic ID
MN770824.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-410-7			2802				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN770823.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-388-82			2853				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN770822.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-388-64			2871				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN770821.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-388-18			2942				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN770820.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-388-150			2802				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN770819.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-367-32			2830				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN770818.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-362-24			2748				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN770817.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-35-56			2850				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN770816.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-35-50			2860				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN770815.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-35-20			2926				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN770814.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-350-30			2845				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN770813.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-338-12			2924				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN770812.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-326-21			2807				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN770811.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-325-26			2804				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN770810.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-322-4			2872				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN770809.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-319-18			2880				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN770808.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-311-14			2890				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN770807.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-274-30			2872				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN770806.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-247-25			2817				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN770805.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-124-34			2840				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN770804.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-94-35			2733				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN770803.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-94-32			2796				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN770802.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-94-24			2907				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN770801.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-94-14			2962				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN770800.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2014	SAfiA-91-18			2907				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN770799.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-900-2			2760				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN770798.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-894-25			2891				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN770797.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-883-6			2906				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN770796.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-88-35			2733				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN770795.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-88-19			2888				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN770794.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-87-40			2834				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN770793.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-87-36			2897				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN770792.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-87-26			2901				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN770791.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-870-9			2868				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN770790.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-866-417			2889				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN770789.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-865-117			2827				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN770788.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-861-154			2911				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
